DNI,index,Nom,Cognoms,Pais,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom i Cognoms,Español,Hijos,Fecha Nacimiento,Edad Actual,Grup,Increment
80867475E,979,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Hombre,1230.6,1.0,,Grup A,Arnau Martínez,True,Sí,1996-10-09,28,Grup A,0.05
54542153E,980,Chloé,Girard Girard,França,Marsella,17,12,1956,Mujer,1504.65,,1.0,Grup A,Chloé Girard Girard,False,No,1956-12-17,68,Grup A,0.05
93060003K,982,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Hombre,1199.1,1.0,,Grup A,Felipe Gutiérrez,False,Sí,1953-09-17,71,Grup A,0.05
30892443R,983,Élise,Moreau Moreau,França,París,10,6,1992,Mujer,1446.9,,1.0,Grup A,Élise Moreau Moreau,False,No,1992-06-10,33,Grup A,0.05
26804172P,986,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Hombre,1529.85,1.0,,Grup A,Andrés Ramírez Hernández,False,Sí,1956-09-02,68,Grup A,0.05
58404017Q,989,Jean,Dubois,França,Lió,13,2,1960,Hombre,1051.05,1.0,,Grup A,Jean Dubois,False,Sí,1960-02-13,65,Grup A,0.05
59083606S,992,Toni,López,Espanya,Sevilla,20,10,1950,Null,1614.9,,1.0,Grup A,Toni López,True,No,1950-10-20,74,Grup A,0.05
25874228C,993,Laia,López,Espanya,Barcelona,8,3,1970,Mujer,1380.75,,1.0,Grup A,Laia López,True,No,1970-03-08,55,Grup A,0.05
52145541P,996,Joan,García,Espanya,Sevilla,11,4,1959,Hombre,1019.55,,1.0,Grup A,Joan García,True,No,1959-04-11,66,Grup A,0.05
69760120X,997,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Mujer,716.1,,1.0,Grup A,Laia Ferrer Martínez,True,No,1980-11-11,44,Grup A,0.05
89253307W,999,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Mujer,1277.85,,1.0,Grup A,Clara Sánchez López,True,No,1952-08-01,72,Grup A,0.05
