Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Fills,No Fills,Grup Professional
Louis,Lefevre Girard,32285371X,França,París,23,10,1970,H,737 €,True,,Grup A
Pau,Romero Castells,28421457Z,Espanya,Madrid,8,8,1968,H,1.429 €,True,,Grup A
Laia,Romero,58632182Z,Espanya,Sevilla,16,11,1962,D,1.211 €,True,,Grup B
Marta,Romero,32149349F,Espanya,Bilbao,25,7,1973,D,1.824 €,,True,Grup B
Anna,López,27247467S,Espanya,Madrid,2,1,1952,D,1.062 €,True,,Grup A
Eva,Sánchez,17088262F,Espanya,València,18,2,1971,D,2.087 €,,True,Grup B
Núria,Sánchez Romero,66120457F,Espanya,Sevilla,9,1,1974,D,1.901 €,,True,Grup C
Oriol,Ferrer,60305889V,Espanya,Madrid,12,3,1995,H,3.257 €,True,,Grup D
Omar,Zahraoui Zahraoui,78697534Q,Marroc,Rabat,1,7,1983,NC,1.271 €,True,,Grup A
Oriol,López Romero,20692229R,Espanya,Barcelona,22,5,1983,H,1.135 €,True,,Grup A
Núria,Romero López,72513763X,Espanya,Bilbao,15,6,1999,NC,1.636 €,True,,Grup B
Santiago,Rojas,39270256A,Colòmbia,Bogotà,5,4,1987,H,829 €,,True,Grup A
Toni,Sánchez,24881645Q,Espanya,Bilbao,26,9,1992,H,1.358 €,,True,Grup B
Arnau,Romero Martínez,31713444D,Espanya,València,7,5,1962,H,1.245 €,True,,Grup A
Jordi,Romero,63182449W,Espanya,Barcelona,12,12,1950,H,2.253 €,True,,Grup B
Lea,Fischer,14773153R,Alemanya,Berlín,9,9,1986,D,1.370 €,True,,Grup A
William,Smith,82046699J,Regne Unit,Manchester,19,5,1997,H,1.405 €,True,,Grup A
Beatriz,Ferreira Pereira,25997800F,Portugal,Lisboa,25,10,2004,D,2.376 €,True,,Grup D
Marc,Ferrer,86893272V,Espanya,Madrid,27,4,1954,H,1.636 €,True,,Grup A
Luisa,González Hernández,93782971H,Mèxic,Ciutat de Mèxic,19,4,2005,D,687 €,,True,Grup A
Carla,Ferrer,21277706W,Espanya,Barcelona,13,12,1969,D,911 €,,True,Grup A
Marc,Martínez,69079699D,Espanya,Bilbao,7,7,1988,H,1.965 €,,True,Grup B
Laia,Castells Ferrer,70418524X,Espanya,Madrid,7,5,1971,D,1.516 €,True,,Grup A
Marta,López,49712589T,Espanya,Madrid,9,7,2004,D,2.765 €,,True,Grup D
Pau,Ferrer,90985453R,Espanya,Madrid,24,11,1997,H,2.223 €,,True,Grup B
Arnau,García Romero,19304110P,Espanya,Madrid,13,12,1970,H,2.316 €,,True,Grup C
Laia,Sánchez Martínez,15566633F,Espanya,Barcelona,10,2,1971,D,1.427 €,,True,Grup A
Arnau,Ferrer,11119181K,Espanya,Bilbao,20,5,1961,H,1.345 €,,True,Grup B
Oriol,Martínez López,51235097D,Espanya,Barcelona,24,6,1980,H,2.064 €,,True,Grup B
Oriol,Martínez,23333032N,Espanya,València,21,12,1986,H,1.765 €,,True,Grup B
Eva,López Castells,80657664E,Espanya,Sevilla,4,12,2004,NC,874 €,True,,Grup A
Oriol,Castells,90914480C,Espanya,Barcelona,3,12,1987,H,1.662 €,,True,Grup A
Joan,Sánchez,21163199Y,Espanya,Bilbao,18,3,1982,H,1.632 €,,True,Grup A
Marc,Castells,38279546W,Espanya,Sevilla,24,3,1974,H,1.008 €,,True,Grup A
Clara,López Castells,68438696L,Espanya,València,9,4,1982,D,3.002 €,,True,Grup D
Marc,Sánchez Ferrer,84844149K,Espanya,València,1,4,1998,H,968 €,,True,Grup A
Anna,Sánchez,26365080Y,Espanya,València,5,6,1988,D,965 €,,True,Grup A
Joan,García,91233007A,Espanya,Sevilla,23,3,2003,NC,1.596 €,True,,Grup B
Pau,Martínez Romero,55212704B,Espanya,Barcelona,26,7,1986,H,1.739 €,,True,Grup B
Marc,García Castells,55178117L,Espanya,València,20,12,1983,H,2.912 €,True,,Grup C
Marc,Castells,23895788L,Espanya,Madrid,3,8,1978,H,1.744 €,,True,Grup C
Arnau,García Ferrer,23763581C,Espanya,Barcelona,1,6,1979,H,1.716 €,True,,Grup B
Julieta,Fernández,21674643A,Argentina,Buenos Aires,28,1,1961,D,1.493 €,True,,Grup A
Antoine,Lefevre,76568322R,França,Lió,17,6,1999,H,1.241 €,,True,Grup A
Laia,Martínez Romero,59758346F,Espanya,Madrid,28,12,1957,A,728 €,True,,Grup A
Jordi,Romero García,39104359X,Espanya,Barcelona,17,2,1972,H,1.134 €,,True,Grup A
Toni,Martínez,75347458Q,Espanya,Bilbao,25,12,1974,H,1.351 €,,True,Grup B
Anna,García García,56408493L,Espanya,Madrid,8,5,2003,D,847 €,True,,Grup A
Giulia,Russo,54347378D,Itàlia,Torí,14,6,2005,D,1.399 €,True,,Grup B
Oriol,Sánchez,24140397D,Espanya,Bilbao,11,9,1989,H,2.115 €,True,,Grup B
Jordi,Castells,53176287C,Espanya,Bilbao,6,2,1963,H,1.306 €,True,,Grup A
Núria,Martínez,80044333C,Espanya,Bilbao,10,3,1971,D,988 €,,True,Grup A
Núria,García,77158777S,Espanya,Bilbao,15,6,2001,D,698 €,True,,Grup A
Carla,López Martínez,89195587K,Espanya,Madrid,14,10,1962,A,1.549 €,,True,Grup B
Jordi,Castells,95216936L,Espanya,Sevilla,14,12,1986,A,2.259 €,True,,Grup C
Anna,Ferrer Sánchez,18457585L,Espanya,Barcelona,25,8,1965,NC,1.437 €,True,,Grup B
Martina,Gómez,23645745S,Argentina,Buenos Aires,5,12,1963,D,993 €,,True,Grup A
Luisa,Cruz Ramírez,65159318X,Mèxic,Guadalajara,19,2,1985,D,722 €,,True,Grup A
Núria,Romero,40039044H,Espanya,Madrid,9,4,1974,D,683 €,True,,Grup A
Marc,López García,66460797A,Espanya,Bilbao,10,9,2005,H,1.270 €,,True,Grup A
Anna,Sánchez,69734812N,Espanya,Sevilla,17,7,1971,D,767 €,True,,Grup A
Núria,García Ferrer,12559305B,Espanya,Bilbao,11,4,1982,D,1.758 €,True,,Grup B
Núria,Romero,54263997Y,Espanya,Madrid,9,3,1956,D,1.415 €,,True,Grup A
Clara,Ferrer Castells,87213442J,Espanya,Sevilla,25,7,1998,D,1.393 €,,True,Grup A
Joan,Martínez Castells,92018667L,Espanya,Madrid,4,10,1985,H,1.139 €,,True,Grup A
Núria,Ferrer,22118978G,Espanya,València,26,4,1995,D,1.233 €,,True,Grup A
Pau,Ferrer,78458482P,Espanya,Sevilla,6,3,1997,H,1.428 €,,True,Grup A
Joan,Romero García,29153728J,Espanya,València,4,3,1956,H,2.216 €,,True,Grup B
Pau,López Ferrer,82204716Y,Espanya,Bilbao,13,4,1960,H,1.129 €,True,,Grup A
Oriol,Ferrer,34370425H,Espanya,Madrid,2,4,1974,H,1.324 €,True,,Grup B
Joan,Romero,80698214F,Espanya,Barcelona,8,1,1985,H,2.390 €,,True,Grup C
Sophie,Taylor Smith,50261072D,Regne Unit,Londres,26,12,2005,D,1.663 €,,True,Grup B
Joan,López,43414375Y,Espanya,València,28,3,1995,H,2.152 €,,True,Grup B
Jordi,Castells López,96250825S,Espanya,Bilbao,12,2,1961,H,2.360 €,True,,Grup C
Sophie,Brown,74953524F,Regne Unit,Londres,17,5,1983,D,2.189 €,True,,Grup C
Camila,Cruz Ramírez,59717596Z,Mèxic,Guadalajara,4,10,1994,D,1.824 €,True,,Grup C
Valentina,Torres Rojas,21977779F,Colòmbia,Medellín,22,10,1957,D,1.441 €,,True,Grup B
Anna,García,20428037K,Espanya,València,22,11,1976,D,1.551 €,True,,Grup B
Anna,García,58088881Q,Espanya,Madrid,15,3,1960,D,1.130 €,True,,Grup A
Joan,Romero García,37902729B,Espanya,Bilbao,25,1,1954,H,2.016 €,,True,Grup C
Anna,López López,95842086Q,Espanya,València,7,7,1988,D,1.329 €,True,,Grup B
Pau,Ferrer García,12935907W,Espanya,Barcelona,21,6,1990,H,1.459 €,True,,Grup B
Florencia,Fernández,23385179B,Argentina,Còrdova,14,10,1979,D,1.209 €,,True,Grup B
Jordi,López Romero,71312672X,Espanya,Bilbao,17,12,1978,H,1.016 €,,True,Grup A
Toni,García,23931178W,Espanya,València,4,5,1952,H,1.079 €,,True,Grup A
Marc,Castells,96487370W,Espanya,Barcelona,15,6,1952,H,2.607 €,True,,Grup C
Youssef,Bennani El Amrani,77665617B,Marroc,Rabat,5,9,1960,H,1.619 €,,True,Grup A
Clara,Romero,43437575V,Espanya,Bilbao,5,12,2004,D,1.507 €,,True,Grup A
Laia,Sánchez,42807414J,Espanya,València,17,7,1967,D,2.255 €,,True,Grup C
Carlos,Ramírez,56402346W,Mèxic,Guadalajara,21,3,1959,H,1.465 €,True,,Grup B
Carla,Sánchez Romero,86366713Z,Espanya,Madrid,22,1,2005,NC,892 €,,True,Grup A
Anna,García,21159286B,Espanya,Barcelona,22,12,1999,D,1.501 €,,True,Grup B
Anna,Fischer,61558898W,Alemanya,Hamburg,14,5,1985,D,2.443 €,True,,Grup C
Núria,Martínez Ferrer,38147748A,Espanya,València,4,11,1976,D,1.028 €,,True,Grup A
Felipe,Gutiérrez,49560214X,Colòmbia,Medellín,13,11,1989,H,1.275 €,,True,Grup A
Toni,Romero,83600087R,Espanya,Sevilla,26,9,1952,NC,1.222 €,True,,Grup A
Anna,Sánchez Castells,96650060J,Espanya,Sevilla,1,2,1960,D,2.630 €,,True,Grup D
Eva,García,86899840T,Espanya,Bilbao,13,9,1978,D,1.117 €,,True,Grup A
Isla,Taylor Smith,67837921D,Regne Unit,Londres,7,5,1965,D,1.237 €,,True,Grup A
Inês,Silva,22381649M,Portugal,Lisboa,28,2,1980,D,1.558 €,True,,Grup C
Oriol,Sánchez,12091945C,Espanya,Barcelona,5,2,1986,H,747 €,,True,Grup A
Jean,Girard Lefevre,71514483K,França,Lió,28,12,1960,H,930 €,,True,Grup A
Oriol,Sánchez García,48749091Z,Espanya,València,16,7,1965,H,1.273 €,,True,Grup A
Marc,Sánchez García,93349542M,Espanya,Sevilla,4,3,1974,A,1.611 €,True,,Grup C
Toni,Romero Romero,48597672J,Espanya,Madrid,15,2,1984,A,1.758 €,True,,Grup B
Clara,Romero García,29019539A,Espanya,València,8,2,1989,D,1.246 €,True,,Grup A
Toni,López,98430241N,Espanya,Bilbao,3,6,1956,H,857 €,,True,Grup A
Laia,Romero,89759837X,Espanya,Barcelona,17,9,1966,D,952 €,True,,Grup A
Rui,Oliveira,88420532P,Portugal,Lisboa,9,3,1951,H,1.894 €,,True,Grup C
Laia,Romero López,77573960D,Espanya,Sevilla,23,6,2005,D,2.360 €,,True,Grup C
Núria,García Castells,69520375Z,Espanya,Sevilla,23,12,1986,D,1.259 €,,True,Grup A
Marc,Castells Castells,75634877M,Espanya,Bilbao,18,12,1955,H,1.330 €,True,,Grup A
Toni,Romero Martínez,58558026P,Espanya,Bilbao,15,9,1980,H,1.221 €,,True,Grup A
Andrés,Hernández Hernández,94364172S,Mèxic,Ciutat de Mèxic,11,12,1983,H,2.172 €,,True,Grup C
Salma,Zahraoui,86656444H,Marroc,Casablanca,18,4,1999,D,1.172 €,,True,Grup B
Eva,Martínez López,46192881X,Espanya,Barcelona,11,4,1958,D,1.350 €,,True,Grup B
Rui,Silva Silva,85620401P,Portugal,Lisboa,6,5,1958,H,1.267 €,,True,Grup B
Élise,Moreau,90836935Y,França,París,9,10,1959,D,2.107 €,True,,Grup C
Jordi,Romero,67475809B,Espanya,Barcelona,6,9,1952,H,1.673 €,True,,Grup A
Oriol,García Castells,21511240Y,Espanya,Barcelona,8,5,1987,H,917 €,,True,Grup A
Carla,Romero,13600054Y,Espanya,Madrid,18,3,1964,D,1.678 €,True,,Grup B
Joan,López García,25564518R,Espanya,Bilbao,21,11,1987,H,2.629 €,,True,Grup C
William,Taylor,14371347B,Regne Unit,Londres,11,10,1957,H,1.017 €,,True,Grup A
Arnau,Martínez,80867475E,Espanya,Bilbao,9,10,1996,H,1.172 €,True,,Grup A
Chloé,Girard Girard,54542153E,França,Marsella,17,12,1956,D,1.433 €,,True,Grup A
Laia,Ferrer,43630705N,Espanya,Barcelona,2,2,1953,D,1.393 €,True,,Grup B
Felipe,Gutiérrez,93060003K,Colòmbia,Medellín,17,9,1953,H,1.142 €,True,,Grup A
Élise,Moreau Moreau,30892443R,França,París,10,6,1992,D,1.378 €,,True,Grup A
Toni,Romero,88020602R,Espanya,Barcelona,23,8,2001,H,2.187 €,,True,Grup B
Clara,Romero López,88633819Y,Espanya,Bilbao,11,1,1955,A,2.371 €,True,,Grup C
Andrés,Ramírez Hernández,26804172P,Mèxic,Ciutat de Mèxic,2,9,1956,H,1.457 €,True,,Grup A
Toni,Castells,92573413K,Espanya,Barcelona,20,10,1984,H,1.832 €,,True,Grup C
Marta,López,47075714S,Espanya,Madrid,13,3,1999,D,1.186 €,,True,Grup B
Jean,Dubois,58404017Q,França,Lió,13,2,1960,H,1.001 €,True,,Grup A
Felix,Schmidt Schmidt,96890044J,Alemanya,Hamburg,20,10,1951,H,1.971 €,,True,Grup C
Carla,Ferrer Martínez,22942395H,Espanya,València,3,5,1992,D,1.714 €,,True,Grup B
Toni,López,59083606S,Espanya,Sevilla,20,10,1950,NC,1.538 €,,True,Grup A
Laia,López,25874228C,Espanya,Barcelona,8,3,1970,D,1.315 €,,True,Grup A
Toni,Sánchez,44074013Q,Espanya,Madrid,13,3,1976,NC,1.717 €,True,,Grup B
Marta,Ferrer Ferrer,25161375F,Espanya,Sevilla,1,6,1951,D,1.216 €,,True,Grup B
Joan,García,52145541P,Espanya,Sevilla,11,4,1959,H,971 €,,True,Grup A
Laia,Ferrer Martínez,69760120X,Espanya,Barcelona,11,11,1980,D,682 €,,True,Grup A
Jordi,García,82947791W,Espanya,Barcelona,23,5,1984,H,1.699 €,True,,Grup C
Clara,Sánchez López,89253307W,Espanya,Bilbao,1,8,1952,D,1.217 €,,True,Grup A
